TransactionID,CustomerID,Category,Region,PaymentMethod,Status,OriginalPrice,DiscountType,DiscountAmount,FinalPrice,TransactionDate
ccab2977-55cf-4f38-be83-cb71e6b63303,cbe1f55b-06bd-42c8-877f-ab33d8edaa40,Home Goods,Europe,Crypto,Failed Payment,34.19,None,0.0,34.19,2025-03-04
fe1eba39-df34-4bca-8801-0e69d4716457,703ee37a-31cb-4025-b784-c87dcab5ebb7,Beauty,South America,Crypto,Completed,84.36,None,0.0,84.36,2025-04-15
1a7275fc-115c-4986-94e6-528145714cc6,34ff0f22-e1b9-48ef-b831-20eeb7dc1be3,Electronics,Asia,Credit Card,Completed,423.28,None,0.0,423.28,2025-03-19
ea0857d2-1959-40bc-bf59-2decae013703,7e8c33a1-cab0-441f-b5fa-cc1ed861b9c7,Beauty,North America,PayPal,Completed,84.62,None,0.0,84.62,2025-05-18
62e3423f-4dd5-40f8-ab51-7988afacef84,12fb9670-e821-4ab1-90cc-f701d9e48635,Sports,Asia,Apple Pay,Completed,29.95,None,0.0,29.95,2024-12-01
951629c9-87cd-4876-9fd9-d606b77fbf02,af4be8a2-b04f-40f4-a28f-228c4858c536,Electronics,South America,PayPal,Completed,879.48,None,0.0,879.48,2025-03-07
4fb55324-a1b7-424c-a9a5-f92ff9980f9d,f29424ef-65a8-4582-8d1c-ebdd112b3da4,Beauty,Asia,Crypto,Completed,25.09,None,0.0,25.09,2025-03-31
37ec891b-8bf0-4dae-99e7-53783d84f53b,c8db0e9c-0770-4ca3-8f6e-6f7ebb0afd7f,Electronics,South America,Apple Pay,Completed,842.01,BOGO,421.0,421.0,2025-04-15
455e97ee-ff52-4767-86c9-e320a6c596cb,fca58737-6374-4872-8808-2664e40c286b,Sports,Asia,Apple Pay,Refunded,232.09,10OFF,23.21,208.88,2025-04-09
44984a45-2a51-4fe3-bea5-c2efbfa48ef8,047ecde9-950c-48ff-b555-9d964d075568,Electronics,North America,Apple Pay,Returned,684.94,None,0.0,684.94,2025-04-05
e79bc527-f7cc-4821-b02f-dcd3c7035f54,14b2db54-ce64-4390-adfc-09b741979343,Sports,South America,PayPal,Refunded,304.79,10OFF,30.48,274.31,2025-03-20
6871cffe-21e3-474a-9c1d-8a791015f7b9,536948a0-0da8-4f3c-87e6-df0d9696ad79,Beauty,Asia,Apple Pay,Completed,30.21,10OFF,3.02,27.19,2025-03-10
6b47f0c3-5537-42f4-86f0-65f39c4de0b8,35e25ec4-2744-46a9-9911-5fbcc1ceec4f,Home Goods,South America,Debit Card,Completed,109.0,None,0.0,109.0,2024-12-05
2e9f3cea-df42-4d91-8f1a-963bfafc6441,c4d1e49c-1d50-4a07-a0fc-b4cb71e0871f,Apparel,Europe,PayPal,Completed,97.15,LOYALTY20,19.43,77.72,2024-12-14
8caff39e-9718-4ca6-a7bc-f61b151faed5,112886d7-0e13-4a62-8e86-0b6d7993e949,Beauty,Australia,Apple Pay,Failed Payment,110.8,None,0.0,110.8,2025-05-05
50842467-6dac-42c3-a62f-4570d8e48ef6,0f47ac8f-2d3a-41fb-9190-536e48c7da96,Beauty,Europe,Credit Card,Completed,104.74,None,0.0,104.74,2025-03-16
b8233633-cbd1-4cca-b632-2de31751948d,7086f80c-8258-46ae-99f3-27e57c518a86,Sports,Asia,Apple Pay,Completed,85.8,None,0.0,85.8,2025-02-05
81a79559-7ec2-4ed7-8e1a-145907f42c5c,f0af9caf-11fe-4ad1-9254-8ffb8eec252c,Apparel,South America,Apple Pay,Refunded,111.98,None,0.0,111.98,2024-12-22
2ebe898a-565c-4063-889a-3ad7194d676e,b4b6ac17-f973-4b83-8145-17a8a93fab2e,Beauty,North America,Apple Pay,Refunded,127.74,BOGO,63.87,63.87,2025-05-05
10a5ae22-a7fe-4896-9ac3-10cf825f7150,d83178ac-7771-4cdc-a7bb-1b6149f76ef7,Beauty,South America,Debit Card,Completed,54.85,BOGO,27.43,27.43,2025-03-20
8bd6289c-3b9e-4fa8-8dbc-934b99cefb4e,336139d3-3ced-425d-a881-7f3fc92a1cac,Electronics,South America,Crypto,Completed,1069.5,None,0.0,1069.5,2025-03-28
93726728-b7b1-4a0b-8a4c-f645db18afe6,cc4fc8e0-6323-4f45-b450-05b08fcda20d,Electronics,Asia,PayPal,Completed,682.24,FLASH15,102.34,579.9,2025-05-24
22a2702d-44d1-457b-94fa-12fa447fb340,bd9b6d81-6e53-4d3b-89f1-c46f1399a7a6,Apparel,South America,Debit Card,Failed Payment,189.5,FLASH15,28.43,161.07,2025-05-28
66385235-bd96-41c3-80a4-1065c6d14092,7466a3ee-19af-41a3-be39-483169a56692,Sports,Australia,PayPal,Returned,162.16,None,0.0,162.16,2024-12-18
d1cffea7-d6d7-477d-b919-60a91ea9a373,a5c05a7a-7fab-4c71-845f-f07b89443328,Apparel,Australia,Credit Card,Completed,42.78,FLASH15,6.42,36.36,2024-12-29
aa1a3eae-ff3d-48bf-9796-3a4dcd2af8ff,ea537023-c61d-458b-9f59-baed99cd4793,Home Goods,South America,Crypto,Returned,464.16,None,0.0,464.16,2025-01-12
348e8054-4262-452b-a69b-6db2640a315f,0b1d8a25-34fb-4d86-bbcc-f0f4df40b968,Electronics,Australia,PayPal,Completed,290.84,FLASH15,43.63,247.21,2025-02-07
4083867e-67a9-4db3-bf30-ad3cb109119a,a69edadd-f0cb-4635-8020-357bf59ff7ae,Home Goods,Australia,PayPal,Completed,104.57,None,0.0,104.57,2024-12-17
68a4fd1f-1354-4459-a6cb-b3d7f72aec58,9068c10b-1c22-4e79-8c6b-f0d6a9af8602,Sports,Europe,Crypto,Completed,372.66,None,0.0,372.66,2025-05-02
9b5e1f12-7dd2-4d57-ac7f-0fa0a0633ddc,6d815cb6-0a9d-4d5f-95c7-6674c69af094,Sports,Europe,Crypto,Completed,265.03,None,0.0,265.03,2025-04-30
b7281889-0b0f-46ee-b022-a891f7e2667c,81241a53-3b1c-475d-9355-c2b90c45a9c6,Beauty,Asia,Crypto,Completed,45.64,10OFF,4.56,41.08,2024-11-30
da67181a-eed8-46cb-8e6a-19bd4d47d971,568a3315-5144-4413-bdf0-8882cb149bd2,Sports,South America,Credit Card,Refunded,83.44,BOGO,41.72,41.72,2024-12-08
596c36c5-7b54-465e-a691-23af71797bf4,57b629f8-2829-4a6a-ae3e-db8a46b9eeaa,Beauty,North America,Debit Card,Completed,115.26,None,0.0,115.26,2025-04-27
e74af1e8-42ea-40fe-b777-56d8b2637186,9389b608-9695-4f97-9c98-fe653e7b1229,Sports,South America,PayPal,Completed,102.89,None,0.0,102.89,2025-01-02
a52db716-f561-43f0-b126-e61afd546f28,3ddba5cb-baa7-4cd1-87bf-750ea5b828dc,Sports,Europe,Debit Card,Refunded,266.09,None,0.0,266.09,2025-04-10
e22f18fc-77c3-401d-ac2e-f36c3a89b262,75f14853-604e-4b7a-b250-7fb6fbb1186e,Apparel,Australia,Apple Pay,Completed,146.87,FLASH15,22.03,124.84,2025-04-01
2c6b64d4-683a-4bad-8e1e-9b6d96243123,cfe483dc-52d0-434f-a128-a74fa769e879,Sports,North America,Crypto,Completed,287.42,None,0.0,287.42,2025-01-21
a3127b3d-dc7e-4962-9f74-13da86d32ef2,fc26332e-c47c-4653-a623-fe5e4c6bdd25,Electronics,North America,Credit Card,Refunded,540.81,None,0.0,540.81,2024-12-03
7387d727-29d5-4064-bc2e-d681f4333033,3a034dd3-1eb5-4b8d-816b-bb949424a5fb,Electronics,South America,Debit Card,Completed,1153.53,None,0.0,1153.53,2025-02-23
f149374f-8d2a-4065-a875-3cbcf338d810,7133f6a8-d9d0-48dd-9d6c-6b16c7b67c00,Electronics,North America,Debit Card,Completed,1060.83,10OFF,106.08,954.75,2025-02-28
477f3994-cdb5-44d7-8f65-e15ca0da2f29,0c0c83db-bda9-4a48-8fe8-79fb8bbb5a1d,Home Goods,South America,PayPal,Completed,119.45,None,0.0,119.45,2024-12-31
85f094d4-1a5c-45da-ba13-9bd8b3f8c02a,38405145-02cc-458a-bee5-e848724b57e4,Electronics,Asia,Debit Card,Completed,259.31,None,0.0,259.31,2024-12-06
e46a97cb-1cd2-4fbd-b606-f23d6175a592,1793ad9a-5b7d-454a-9751-f6285b7380ad,Sports,North America,PayPal,Completed,163.02,10OFF,16.3,146.72,2024-12-29
419bd73d-db79-49bd-b978-263bf08e1da6,0b0abb0f-bcfc-456f-87f7-b4a6138951dc,Apparel,North America,Debit Card,Completed,135.97,None,0.0,135.97,2024-12-05
96599e4a-c09c-444f-8902-92f6f82856bb,2b4ad5a8-c2af-49f4-848b-5f94204d31a4,Beauty,Europe,Apple Pay,Completed,54.0,10OFF,5.4,48.6,2025-05-23
26d4938d-99a3-4f19-a51e-12ee97098ec7,bf87a721-a66d-4980-b565-2a7f47853aa8,Sports,Europe,Credit Card,Completed,124.25,FLASH15,18.64,105.61,2024-12-14
7127d046-a0be-4278-bc64-04af790be730,032ecc6b-085d-4320-acf8-67e8c1ae1ffa,Apparel,Australia,Debit Card,Completed,92.51,10OFF,9.25,83.26,2025-05-20
10da6ef7-9651-4e0e-91ed-77278d4801f2,b2846d6f-e484-495d-8e6e-be024f7ee132,Sports,North America,PayPal,Completed,283.21,10OFF,28.32,254.89,2025-03-24
779e9698-c12b-405a-87e2-4d82a96a5c02,f9e6c7cd-4f61-46f9-9535-35f68a9a1953,Electronics,North America,Apple Pay,Completed,330.8,None,0.0,330.8,2025-01-18
e088f974-d380-4022-8240-fc732ff6724f,61e2b0e2-3d90-4f6c-a248-cac8c1ebf5b7,Sports,Asia,Debit Card,Completed,123.01,None,0.0,123.01,2025-01-12
f64d1c16-0056-4556-9efb-7578c330f034,42c91365-3e65-4358-8269-26b194691f69,Electronics,South America,Apple Pay,Completed,144.82,None,0.0,144.82,2025-03-10
b140ba27-f9a0-4ae0-90cf-da9cd05e69d8,7e60bdea-7a83-40e3-8335-bd835c12de24,Electronics,Australia,PayPal,Refunded,585.06,10OFF,58.51,526.55,2025-04-15
dccc2905-95ce-4578-9057-309fec04d61d,7bdff20e-fc91-4b90-8403-f7d0c2b8d35a,Electronics,North America,Debit Card,Completed,527.44,FLASH15,79.12,448.32,2025-03-29
52ce5b56-e0f7-48a1-b30a-77cf317da24a,c81ea682-0968-4006-bd80-dae8bcdc7e6e,Beauty,Europe,Apple Pay,Completed,106.26,None,0.0,106.26,2025-04-20
c9251689-9344-44a9-9ea1-db9a8d03589a,642b0787-5970-4066-81ae-0d4bfed99367,Sports,Asia,Crypto,Returned,391.59,FLASH15,58.74,332.85,2025-03-15
94743fd3-d9b8-44ae-88c9-4e1a9f4728ee,41d50f1c-76fe-4ec2-8a21-a14ad34d57f1,Beauty,South America,Apple Pay,Returned,112.12,None,0.0,112.12,2024-12-23
425c71c5-6bc2-4080-b812-272369546d92,0b569857-8d8e-4e37-a60e-aa2dd23ef08c,Electronics,Asia,PayPal,Completed,475.24,10OFF,47.52,427.72,2025-03-14
424abe7c-4e0c-4f04-9dd6-358ca21e6d3b,88860431-c269-4856-8e55-9de84903acd2,Beauty,Australia,Crypto,Completed,59.52,10OFF,5.95,53.57,2025-03-24
f78464a0-3c43-45ef-a1e4-225cb9c2b55b,edcfca95-80c6-490b-9fd9-ba4a031eae6d,Beauty,North America,Credit Card,Refunded,50.64,None,0.0,50.64,2025-04-16
e7cbc24d-a9f3-4d1b-82fd-2856e0b1dbb5,403177e8-6d1c-4e8b-b098-8ad6ae4522e0,Sports,Australia,PayPal,Completed,187.66,None,0.0,187.66,2025-01-06
4382ca53-879c-42b7-94b1-e549b1ca2b25,fd96062e-256f-4ad8-adad-da09f9ef3b6e,Electronics,Europe,Debit Card,Completed,886.44,FLASH15,132.97,753.47,2025-03-09
1aaf6aa4-4332-47eb-ba9f-6360a78c4af7,0fac8743-a9cc-403c-adbc-974d28177a9b,Beauty,South America,PayPal,Failed Payment,79.88,None,0.0,79.88,2025-01-07
c74daea3-ff46-4c14-bf2d-eaedc3370f7b,5fcba5fa-41af-4053-aa9a-eca9346a18ac,Apparel,Asia,Apple Pay,Completed,27.92,None,0.0,27.92,2025-04-09
77edfcbd-3c2e-46f6-a68d-346330b320e2,fe7eb9ce-386c-4eea-b38e-212d5a113cd2,Sports,Australia,PayPal,Completed,235.95,None,0.0,235.95,2025-03-09
23ca4603-31ec-43c7-badb-631cfa2a34d0,de2fa2bb-5d92-4b01-81f8-7f315f86af75,Apparel,Europe,Credit Card,Completed,177.56,None,0.0,177.56,2025-02-15
e872804b-8f58-4eae-befd-13636de19505,8b2aa12c-b630-411c-92b7-f16c05210c03,Sports,Australia,PayPal,Returned,69.33,None,0.0,69.33,2025-05-23
857a4655-3bfb-44de-9363-ae741268dcbf,3d921142-9f22-4938-af47-1a90fec7c9bb,Apparel,Europe,Apple Pay,Completed,173.79,10OFF,17.38,156.41,2025-01-07
b63c201f-a6d1-4e90-b069-e8fbeda2b75e,6cfdd11b-f68b-47cb-952d-7e61053735b7,Apparel,South America,Debit Card,Completed,33.62,LOYALTY20,6.72,26.9,2025-01-21
9bb14967-1f34-4044-a547-616f3c4cb0b4,a3ea846d-0399-4311-b25e-e8b58060468d,Sports,North America,Debit Card,Completed,293.32,None,0.0,293.32,2025-01-03
3ef60735-ddc6-4b19-a856-46138ca8eb30,e30090e3-60e7-49fb-ab90-8de3dc3b1482,Beauty,Asia,PayPal,Completed,48.21,10OFF,4.82,43.39,2025-02-02
22d5f97b-4867-4565-aeee-88dc4edf1fdd,3f5431da-f6f5-43fe-aed5-8954daf02738,Beauty,Asia,Crypto,Failed Payment,140.38,None,0.0,140.38,2025-01-21
28cc8253-0f53-4498-b380-424e08f45b23,1cc4385b-74af-4e1b-86bf-a4d6d03480db,Electronics,North America,Debit Card,Completed,1049.79,BOGO,524.89,524.89,2025-03-26
29a40d7d-12a5-4c47-acdc-374c9419bdaf,e6719479-6aff-4589-af1f-5873a162d258,Home Goods,Australia,PayPal,Completed,122.49,BOGO,61.24,61.24,2025-01-24
3317df60-33da-4be6-a3a9-647971be5dda,6eea0e10-853a-4750-8fcd-7e356a118e23,Apparel,Asia,Apple Pay,Completed,183.3,None,0.0,183.3,2025-05-15
7b7f6fc5-980b-418d-88b8-f1aa698d3b02,31509930-a7c3-4d5c-be1e-c77ebca43ac0,Beauty,Asia,Apple Pay,Returned,16.2,10OFF,1.62,14.58,2024-12-27
9fa14d56-8823-46fa-abb4-6f8a0ebae438,a74274e1-f047-4580-b2fa-a9937ebf4ff0,Beauty,Australia,Crypto,Refunded,45.09,LOYALTY20,9.02,36.07,2025-02-14
a402c4be-e7a6-45ee-8b3e-e56ef7b41982,c1bcc247-ee68-4a74-bff3-5f8998399452,Electronics,South America,Apple Pay,Completed,496.16,None,0.0,496.16,2025-04-30
9ebe94ef-4670-45ff-afa1-337a2177d11e,124e40e6-767d-4da0-abed-ba91044eec70,Beauty,North America,PayPal,Completed,23.17,None,0.0,23.17,2025-03-03
764012d4-4bc8-4866-979a-720144bc0048,1eb454eb-ee79-41a9-baf9-6f3c92fdfcdf,Electronics,Asia,Crypto,Completed,936.0,None,0.0,936.0,2025-05-22
bdfb0bbc-c5e5-4ed0-93e6-aae8f2a5d9be,1643bd2f-ca5b-4a6e-bc62-5166b768399e,Home Goods,Europe,Credit Card,Refunded,350.63,None,0.0,350.63,2025-04-30
039112a8-5804-4ebe-beaf-5e72b13f3611,7d501559-2437-44d9-97ca-f06d0fca0f03,Sports,Asia,Credit Card,Returned,40.7,LOYALTY20,8.14,32.56,2025-01-03
776ebac6-3d01-4f9b-b7fd-6013b6230748,edb493e1-2602-47dc-b912-70ac84a0627a,Apparel,South America,Crypto,Returned,167.57,None,0.0,167.57,2025-01-14
361f522f-cb0b-4383-8e80-bf0e89de2f30,c249cdfa-1be6-423d-9b10-7128e4a30166,Home Goods,Europe,Crypto,Returned,437.08,None,0.0,437.08,2024-12-11
38e1e70d-b446-414a-a45a-ba107c3d1fd0,6071ae2d-345e-48ff-bc34-db444521b992,Apparel,Asia,Debit Card,Returned,80.51,None,0.0,80.51,2024-12-08
9cf5c3df-0cc0-412c-b22f-a738ec8b5c3f,fad25a59-3075-49d6-92b1-4c33ed08deb7,Electronics,Australia,Apple Pay,Completed,892.85,LOYALTY20,178.57,714.28,2025-01-20
6793b2b8-d945-4c3f-aa03-e34f94e601e2,7e4ca340-a5eb-4e2e-83d0-4122746fcdbc,Apparel,North America,PayPal,Completed,49.21,None,0.0,49.21,2025-05-02
549bb67a-75d0-47e3-9292-1af0287731f5,5def94fd-92f5-441e-9677-b44c71fd846a,Apparel,Europe,Credit Card,Completed,128.34,FLASH15,19.25,109.09,2024-12-28
77da65f9-eb34-48a6-b57d-79607e5927c1,dac3d3c4-a57c-474a-b854-bc4b5c83ebda,Sports,Europe,Crypto,Completed,79.06,None,0.0,79.06,2025-02-25
df9f563d-72cd-4830-8979-fb5778398531,2d327b1c-114c-4d52-8d63-a6607db29a25,Apparel,Europe,Debit Card,Completed,127.28,BOGO,63.64,63.64,2025-05-26
eae0acdf-832c-4607-b04d-578137241171,fd21558e-bcc7-4044-a1b7-433b786a5353,Home Goods,Europe,Crypto,Completed,139.92,None,0.0,139.92,2024-12-13
c5c9365a-7a44-4f13-9744-e33ef382ed76,69ef127c-20c1-4599-9aaf-61ec40a5ed79,Apparel,Asia,Crypto,Completed,122.16,None,0.0,122.16,2025-05-07
6a96fc0e-5f86-458a-b44a-2459b4ac8fec,f501ba7b-cd1e-4504-ad18-65d9785b2fd5,Apparel,South America,Crypto,Returned,149.39,None,0.0,149.39,2025-01-18
efe28b28-1b94-4e50-afb2-f109f88c0fa7,30a15d61-edd9-42e7-8de7-712e645de298,Home Goods,North America,Debit Card,Completed,213.08,None,0.0,213.08,2025-01-10
5ff11b3e-b2bb-462a-b51d-6d5632eca7e8,a4d7dfa2-4347-4a08-85b0-fbea8d3d9039,Home Goods,Asia,PayPal,Completed,285.04,None,0.0,285.04,2025-04-21
d5909192-1e25-4d87-bd67-5e78599bdd25,c688d50d-7ce5-442e-8be1-9976148bfe5e,Beauty,South America,Debit Card,Completed,141.06,BOGO,70.53,70.53,2025-01-31
ffc70283-be67-4888-a479-df3facd8341f,0f7bdf1f-032c-4dbe-a32c-0559417d74a9,Beauty,Australia,Crypto,Completed,149.06,None,0.0,149.06,2024-12-18
384260d3-e150-4fe5-9d9b-caed024f96ad,851d54ab-b787-4c0a-b5e5-d4931f80a39c,Apparel,Australia,Debit Card,Returned,179.46,None,0.0,179.46,2025-03-24
7db1cd63-9d36-41ff-8e9c-18956e8505f0,032dc1a2-417a-4c96-800b-17ee69197a4e,Apparel,Australia,Crypto,Completed,149.72,None,0.0,149.72,2025-05-10
36104d0e-98b2-4a3b-a159-1638cc34c43e,d3c99ba6-c823-458d-874f-718a54b8d2fc,Apparel,North America,Apple Pay,Completed,56.37,None,0.0,56.37,2025-04-15
88dd0118-acd6-457c-a7b7-dab82d7748fb,a01e7c4f-0bef-4bd6-85b7-583ae90f32b3,Home Goods,South America,Debit Card,Completed,87.92,10OFF,8.79,79.13,2024-12-02
a0495c3e-eb63-4acf-957f-cb33792972b4,547df123-0b17-4c01-80e4-cf6ffb8ec46e,Electronics,Europe,Crypto,Completed,904.39,None,0.0,904.39,2025-01-06
ebc6869b-1777-447d-9795-884b3858e6e2,be150dc3-fb7d-47c9-be16-520bd78755ed,Beauty,Europe,Debit Card,Completed,148.72,None,0.0,148.72,2025-03-24
d57bfed7-102c-45d5-8d6b-8910ce1bc825,1dfe6ab1-6845-43ce-b91d-a9d71f5e87d5,Home Goods,Europe,Credit Card,Completed,185.44,None,0.0,185.44,2025-03-12
c9adec9c-1915-4d4c-bb11-234dd4332090,fe051d49-c697-41db-b18f-a61b8ba79a4d,Electronics,North America,Apple Pay,Failed Payment,463.55,None,0.0,463.55,2025-05-20
08d1eaad-faf8-431b-ae7f-35b956401325,f4493076-ecd9-4c25-af5c-7ee1a80a99f3,Sports,Asia,Debit Card,Completed,50.06,None,0.0,50.06,2025-02-19
a3d42474-ef7e-42af-9d32-39f56c9edf6d,1c3e49b9-7501-40e3-a53a-d1762faba597,Apparel,Europe,Apple Pay,Completed,159.34,None,0.0,159.34,2025-02-06
29b87814-881e-4d7b-a482-e78c8bb31b22,4f9b299e-7c60-4399-85fe-618d924ae76b,Home Goods,Australia,Crypto,Refunded,324.67,None,0.0,324.67,2025-04-22
27513cca-18de-4f13-86db-8dbd5669b153,98ba5964-3df1-4712-99c8-028337f2ed93,Home Goods,North America,Credit Card,Completed,220.04,10OFF,22.0,198.04,2025-02-06
d2ad3d52-0a19-47de-9460-ea6483c493c0,b37be2be-7a33-4a24-8433-ef2d476c7faf,Beauty,South America,Apple Pay,Completed,35.19,BOGO,17.59,17.59,2025-05-08
0893ec67-6671-4f2d-af91-cfcec04da369,1e3652bd-4985-46b1-ae69-356970a9363f,Home Goods,Asia,PayPal,Returned,479.64,10OFF,47.96,431.68,2025-01-19
bcf12ec8-3b06-48ce-a459-b24be07edb5c,8c3d5599-bfdf-40f3-98c9-83b24dbc13f0,Apparel,South America,Crypto,Completed,102.26,None,0.0,102.26,2025-04-17
6597c049-5bcc-4e33-8897-3ba506c0bfbd,3e27a7a2-404c-44f0-aa97-883a27756fb4,Electronics,South America,PayPal,Completed,508.04,None,0.0,508.04,2025-03-23
8de4a059-d9e7-4c0a-95fd-c52f62d77308,99ca1145-1312-40d1-a9ba-43497633898a,Electronics,South America,Crypto,Completed,719.68,10OFF,71.97,647.71,2025-02-20
b530155e-ab95-4c7d-8884-40b17a005b66,869d7875-c0e9-464e-8d27-ebfcb56fbb03,Beauty,Europe,Credit Card,Completed,27.56,None,0.0,27.56,2025-02-27
b29592d3-b760-407c-92aa-189f1888feaf,7cf66167-3f3b-46e7-adaa-69c07248ad04,Home Goods,Europe,Debit Card,Completed,102.06,None,0.0,102.06,2025-03-18
31aa5c44-1af2-40ed-976f-2519f1fbfbaa,994c0e8c-c5b0-426c-b6b2-e7df8bc885d2,Electronics,Europe,Crypto,Refunded,707.22,None,0.0,707.22,2025-01-04
bbfb82ca-6b73-4d3b-8373-31fd1b9b3f06,97e8be08-b7ef-4816-96f1-8629d93786aa,Apparel,South America,Debit Card,Completed,196.93,None,0.0,196.93,2024-12-27
61c77767-6cb4-42d6-b1ef-2b977a26a30f,66e7d4c8-98b6-4931-b66a-279a6d62df70,Beauty,Australia,Crypto,Failed Payment,76.28,10OFF,7.63,68.65,2025-01-13
14e603c7-badd-40cf-a9ba-b1ce24db3ece,f0ecea51-8d8d-4591-8019-4cc0b67c3fff,Beauty,Australia,PayPal,Completed,115.12,None,0.0,115.12,2024-12-13
9c9a12b7-b703-4248-9fcf-83b655437324,91a6f5af-e31d-42d9-9a98-34700a41634b,Apparel,Australia,Credit Card,Refunded,125.89,None,0.0,125.89,2025-05-25
075d3e2f-aa0d-4351-9732-da6d51340675,0c1ea743-54b6-492b-9764-ff4acc01467f,Electronics,Europe,Debit Card,Completed,811.83,10OFF,81.18,730.65,2025-04-15
245d3d2f-786e-4abe-9060-307241a8666e,0e62e6f6-b5f1-433c-aca8-2ffa3f4a9a42,Home Goods,South America,Crypto,Refunded,416.35,None,0.0,416.35,2025-01-27
baf65963-7f59-4f35-ad87-241f061320ae,7b0ffebd-9c97-4c2f-8c87-28499e615ea7,Home Goods,Asia,PayPal,Completed,340.23,LOYALTY20,68.05,272.18,2025-04-02
9b33da8a-c301-40da-bd66-faf8cb9cdc5e,014a34f2-4899-4ebb-bf7b-8d806c7094d2,Apparel,Australia,Credit Card,Returned,102.25,None,0.0,102.25,2025-01-27
59d6e978-12a9-4ea2-a1bc-0bd335b7042d,0d4491db-8a60-48d5-972f-721aab09d0a3,Electronics,Australia,PayPal,Completed,523.44,None,0.0,523.44,2024-12-30
ea86f06e-9022-4101-9117-4da143c4cd6f,4cad3f62-c622-45db-8987-7bbe0668439f,Beauty,South America,PayPal,Completed,30.18,None,0.0,30.18,2025-02-27
2e66b7dc-17f5-4b6a-aec2-7dd7a3317b86,e463ea45-adf9-4274-82f0-b83398485116,Apparel,North America,PayPal,Completed,80.98,None,0.0,80.98,2025-05-04
6ad68121-4148-471b-9536-d0d24fdbb4b5,b7aad410-7301-4093-90f1-22d55a7817ef,Beauty,North America,Credit Card,Refunded,104.23,None,0.0,104.23,2025-02-20
75a53d31-65d2-484c-aeb2-0b941b09a341,b6eb0b49-62af-4ebe-b89e-07e03709aadd,Home Goods,South America,Apple Pay,Completed,132.98,None,0.0,132.98,2024-12-06
0f39af1f-d756-4841-a31d-f12bcec081d5,536223d6-820a-431b-a071-eeb13113d3d0,Beauty,North America,PayPal,Completed,18.68,LOYALTY20,3.74,14.94,2025-05-04
9cf6d212-c155-4afd-bf43-49ef3e0a5c0f,d8d9cb93-6e6d-4463-a8d2-7440c6f220dc,Beauty,Asia,Debit Card,Refunded,123.12,LOYALTY20,24.62,98.5,2025-02-12
9ddbb110-5e25-477b-9a42-af67903b8e78,6ce7cfa1-f4c2-4656-a455-b0b25e98d812,Home Goods,North America,Crypto,Completed,374.31,10OFF,37.43,336.88,2025-01-17
d0ecb054-5ce2-417b-960b-ec6bf479edbd,cfa257be-b6b5-4127-b86e-31859571b25b,Electronics,Europe,PayPal,Completed,557.94,10OFF,55.79,502.15,2025-05-07
7dd771fe-9839-4878-a33c-aef94d979b6c,272be89d-10cd-4d2a-8deb-9eedcddfdb9b,Beauty,Europe,Debit Card,Returned,145.12,BOGO,72.56,72.56,2025-03-16
93f9584b-29ba-49a7-bc8f-177ee2507c77,4d2ceb53-ba11-48d7-95a4-479eaeb6ee86,Beauty,Europe,Debit Card,Completed,87.69,None,0.0,87.69,2025-01-05
b4a27c73-3d54-490f-9dbb-4489d8cadf26,0751578f-3073-4d68-bbbb-984f633707c3,Home Goods,Australia,PayPal,Completed,464.06,10OFF,46.41,417.65,2025-02-26
b6094573-9948-49b9-8e2e-7dbe8f678941,a8816bef-52ba-4900-bf40-1a42b8e9364e,Apparel,South America,Credit Card,Failed Payment,123.69,LOYALTY20,24.74,98.95,2024-12-17
81f044c0-38a3-4606-a1fa-e68196a152ed,d8d48699-1474-400e-92b5-c48fbd39b706,Apparel,North America,Credit Card,Completed,130.98,None,0.0,130.98,2024-12-16
38672b1a-477a-4fcb-8609-1e3d5e5ca440,cd71150f-bc24-4b4f-a62d-4fb3c979a42c,Electronics,North America,Crypto,Refunded,1056.85,10OFF,105.69,951.16,2025-05-08
46908470-beb4-442c-8b57-6c067d01c714,da4d272d-88cc-4c26-94d6-abee1c01be9b,Beauty,Europe,Crypto,Completed,48.3,None,0.0,48.3,2025-03-05
62647773-1663-4300-adc6-9ab74c180e84,276a4bca-bed4-4920-b902-06fd315b3c95,Sports,Asia,Apple Pay,Refunded,285.13,None,0.0,285.13,2025-03-13
47d305b4-b877-41eb-9e44-95970634cc6a,3d429c6a-53da-44da-a54c-d94f89e24d08,Home Goods,Australia,Credit Card,Completed,104.07,None,0.0,104.07,2025-05-17
b66282bc-1fe6-4e6a-b778-2df4c82335b3,4b3956b1-9978-4875-8b92-28a59d3178a1,Beauty,Asia,Credit Card,Returned,27.07,10OFF,2.71,24.36,2025-02-01
3d683952-6efa-4b2f-85ed-fcdfa217d936,9f258a87-4141-4468-8bc3-088f804c8565,Apparel,North America,PayPal,Completed,149.65,LOYALTY20,29.93,119.72,2025-01-30
f3ef509e-9b16-4092-b7b8-6f78ba541795,bd9b0bc1-8135-4e5c-9135-c87c1628e90c,Sports,Australia,Crypto,Failed Payment,145.6,None,0.0,145.6,2025-01-23
49880680-36f0-48ec-9ec3-f2c1e4185eef,0ea23e30-012e-4e1f-b4c6-b992416e2f77,Home Goods,Asia,Debit Card,Completed,144.28,None,0.0,144.28,2025-04-05
